"","subjID","lo.emo.ang_rate","hi.emo.ang_rate","lo.neu.ang_rate","hi.neu.ang_rate","lo.emo.hap_rate","hi.emo.hap_rate","lo.neu.hap_rate","hi.neu.hap_rate","lo.emo.sur_rate","hi.emo.sur_rate","lo.neu.sur_rate","hi.neu.sur_rate","lo.emo.ang_RT","hi.emo.ang_RT","lo.neu.ang_RT","hi.neu.ang_RT","lo.emo.hap_RT","hi.emo.hap_RT","lo.neu.hap_RT","hi.neu.hap_RT","lo.emo.sur_n_RT","hi.emo.sur_n_RT","lo.neu.sur_n_RT","hi.neu.sur_n_RT","lo.emo.sur_p_RT","hi.emo.sur_p_RT","lo.neu.sur_p_RT","hi.neu.sur_p_RT","lo.neu.sur_RT","hi.neu.sur_RT","lo.emo.sur_RT","hi.emo.sur_RT","lo.sur_RT","hi.sur_RT","neu.sur_RT","emo.sur_RT","lo.sur_n_RT","hi.sur_n_RT","neu.sur_n_RT","emo.sur_n_RT","lo.sur_p_RT","hi.sur_p_RT","neu.sur_p_RT","emo.sur_p_RT","mem.cor.yes","mem.cor.no","emo.mem","neu.mem","lo.mem","hi.mem","lo.emo.sur_MAD","hi.emo.sur_MAD","lo.neu.sur_MAD","hi.neu.sur_MAD","lo.emo.sur_n_MAD","lo.emo.sur_p_MAD","hi.emo.sur_n_MAD","hi.emo.sur_p_MAD","lo.neu.sur_n_MAD","lo.neu.sur_p_MAD","hi.neu.sur_n_MAD","hi.neu.sur_p_MAD","lo.emo.ang_RTz","hi.emo.ang_RTz","lo.neu.ang_RTz","hi.neu.ang_RTz","lo.emo.hap_RTz","hi.emo.hap_RTz","lo.neu.hap_RTz","hi.neu.hap_RTz","lo.emo.sur_p_RTz","hi.emo.sur_p_RTz","lo.neu.sur_p_RTz","hi.neu.sur_p_RTz","lo.emo.sur_n_RTz","hi.emo.sur_n_RTz","lo.neu.sur_n_RTz","hi.neu.sur_n_RTz","lo.emo.sur_RTz","hi.emo.sur_RTz","lo.neu.sur_RTz","hi.neu.sur_RTz","lo.neu.RTz","hi.neu.RTz","lo.emo.RTz","hi.emo.RTz","age","sex","race","ethn","psych","neuro","meds","birthdate","condition","correct","dom","load"
"1","71001",1,1,1,1,0,0,0,0,0.777777777777778,1,0.888888888888889,0.666666666666667,1364.75,1382.4,1307.4,1290.75,1609.6,1630.5,1385.25,1472.8,2796.71428571429,1977.55555555556,1959.875,2116.16666666667,2698.5,NA,2761,2225.66666666667,2048.88888888889,2152.66666666667,2774.88888888889,1977.55555555556,2411.88888888889,2065.11111111111,2100.77777777778,2376.22222222222,2350.4,2033,2026.85714285714,2335.9375,2719.33333333333,2225.66666666667,2359.5,2698.5,0.939393939393939,1,0.972222222222222,0.972222222222222,1,0.944444444444444,0.555976015504534,0.272844374668247,0.323228132158054,0.434480882133997,0.482171702227226,0.814291111975111,0.272844374668247,NA,0.19788430224661,1.32597877144961,0.398260782757352,0.506921080887288,-0.380028858374912,-0.36019842178888,-0.444463733060971,-0.463170632163375,-0.104930705508627,-0.0814487721008044,-0.356996339960541,-0.25863063326892,1.11848926041377,NA,1.18871035314051,0.587243286905053,1.2288366918415,0.308481153467159,0.288616386569127,0.4642159324478,1.20431504041312,0.308481153467159,0.38862682729928,0.505225050600218,-0.00848125441408298,0.0778438755779921,0.488559244593071,0.0360857324364894,18,"Female","White","Not Hispanic or Latino/a","No","no","no","11/9/1999","lo.emo.mem",1,"emo","low"
"2","71002",1,1,1,1,0,0,0,0,0.444444444444444,0.888888888888889,0.777777777777778,0.555555555555556,1778.25,1563,1347.6,1583.5,1363.4,1556,1700.25,1650.4,1696.75,1782.125,2045.71428571429,1700.4,2049.8,1716,1669,1568,1962,1641.55555555556,1892.88888888889,1774.77777777778,1927.44444444444,1708.16666666667,1801.77777777778,1833.83333333333,1918.81818181818,1750.69230769231,1901.83333333333,1753.66666666667,1941,1597.6,1601.66666666667,1994.16666666667,0.848484848484849,1,0.944444444444444,0.916666666666667,1,0.861111111111111,0.249159732568388,0.783376602080093,0.430191510729817,0.790321725533623,0.0938388316800545,0.373416453279055,0.853499520466637,0.222393254987736,0.397259429005636,0.545453796764451,0.921348373533087,0.626538415534294,0.0645762159052427,-0.193207772554092,-0.451171401423502,-0.168656916510346,-0.43224927822881,-0.201590991690981,-0.0288367973343767,-0.0885372936163643,0.389785238279841,-0.00997455427637664,-0.0662618827669166,-0.187219758884885,-0.0330284069028212,0.0692169264988777,0.384892175681575,-0.0286571569243005,0.201868062643102,0.060417873079405,0.284635718248577,-0.0991294244623382,0.0105842926545653,-0.111637719682458,-0.00478494242973111,-0.0682578873233187,18,"Female","White","Not Hispanic or Latino/a","No","no","no","12/21/1999","lo.emo.mem",1,"emo","low"
"3","71003",1,1,1,1,0,0,0,0,0.111111111111111,0.555555555555556,0.222222222222222,0.222222222222222,1481.75,1750.4,1619.2,1661.5,1868.8,1567.5,1470,1784.6,2387,1915.8,1825,2254.5,1684.875,1782.5,2123.71428571429,1716,2057.33333333333,1835.66666666667,1762.88888888889,1856.55555555556,1910.11111111111,1846.11111111111,1946.5,1809.72222222222,2012.33333333333,2012.57142857143,2039.75,1994.33333333333,1889.66666666667,1740.18181818182,1919.85714285714,1717.41666666667,0.909090909090909,1,0.944444444444444,0.972222222222222,1,0.916666666666667,0.676566530723309,0.830671384670822,0.69749649377027,0.549980101867948,1.42155464238833,0.583443016765181,0.841119605874556,0.817611108166155,0.609181003347624,0.722729491033883,0.542505874926885,0.55211559527968,-0.383017985863557,0.0284660431625242,-0.172489492323133,-0.107699712208474,0.20981616055202,-0.251677001352161,-0.401015147006518,0.0808492696382062,-0.0718968490836472,0.0776327557318047,0.600261562904597,-0.0242235179709103,1.00352925878882,0.281804805123863,0.142728870504217,0.800582548027767,0.0475949406799597,0.191061672060726,0.498587631260068,0.159066718917685,0.112265590649938,0.0780582205342387,-0.00303537080969392,0.0475098477194729,18,"Female","White","Not Hispanic or Latino/a","No","no","yes, oral contraceptive (birth control)","08/25/2000","lo.emo.mem",1,"emo","low"
"4","71005",1,1,1,1,0,0,0,0,0.777777777777778,0.888888888888889,0.666666666666667,0.555555555555556,1844.75,2050.2,2602.2,1841,1809.8,1821.75,2098,1797,2447.14285714286,1871.875,1892.66666666667,1697,2917,1669,2875.33333333333,1747.25,2220.22222222222,1719.33333333333,2551.55555555556,1849.33333333333,2385.88888888889,1784.33333333333,1969.77777777778,2200.44444444444,2191.23076923077,1804.61538461538,1803.72727272727,2140.33333333333,2892,1731.6,2230.71428571429,2501,0.848484848484849,1,0.888888888888889,0.972222222222222,0.972222222222222,0.888888888888889,0.515303581817877,0.614331199956687,0.48862700210274,0.17940833955838,0.444219403759828,0.76409820502105,0.682589342879261,0.0682660565760911,0.141012979018473,1.18385504827127,0.219999418673553,0.128669490664415,-0.309358886815648,-0.131654886102182,0.345797576267414,-0.312602449739355,-0.339588893264593,-0.329252739414382,-0.0903102707013366,-0.350660254710845,0.618083871836162,-0.46137386917336,0.582044283794979,-0.393691522832017,0.21168088303347,-0.285897115000838,-0.267913360568288,-0.437155266009684,0.301992658322957,-0.305394532131118,0.0154058542194677,-0.41783804681961,0.0836888603614963,-0.375791860771563,-0.0120803382599414,-0.262435343186028,18,"Female","White","Not Hispanic or Latino/a","Yes","no","no","5/15/2000","lo.emo.mem",0.888888888888889,"emo","low"
"5","71007",1,1,1,1,0,0,0,0,0.777777777777778,0.777777777777778,0.777777777777778,0.666666666666667,1439.25,1372.8,1344.8,1275.5,1341.6,1408,1349.75,1503.8,1669.14285714286,1343.71428571429,1531.14285714286,1518.33333333333,1919,1810,1646,1591.33333333333,1556.66666666667,1542.66666666667,1724.66666666667,1447.33333333333,1640.66666666667,1495,1549.66666666667,1586,1600.14285714286,1424.30769230769,1525.23076923077,1506.42857142857,1782.5,1678.8,1613.2,1864.5,0.939393939393939,1,0.944444444444444,1,0.972222222222222,0.972222222222222,0.495249699299792,0.325737473198713,0.312192608599779,0.500280882030431,0.389101089860732,0.866769832336503,0.226324900390696,0.673681478026771,0.0668555400521001,1.17087234851665,0.58905569624624,0.322731253598812,-0.0581343796927916,-0.218795912655491,-0.286493774550985,-0.454045982742332,-0.294230673053327,-0.133690029129727,-0.274525759680174,0.0979333697841419,1.10179595046304,0.838257845227008,0.441741796981972,0.309569780900293,0.497696152222125,-0.289118793685708,0.164042404308619,0.133071783815613,0.631940551831217,-0.0385906517051043,0.225753380458253,0.191904449510506,-0.0277106381861857,0.0222568313081075,0.221320782357953,-0.109780863619017,20,"Female","White","Not Hispanic or Latino/a","No","no","no","07/29/1998","lo.emo.mem",0.888888888888889,"emo","low"
"6","71009",1,1,1,1,0,0,0,0,0.666666666666667,0.888888888888889,1,0.555555555555556,1719.75,1816,1556.8,1458.5,1653.6,1517,1505.75,1800.2,1474.33333333333,1554.25,1662.33333333333,1360.6,5174.33333333333,1233,NA,1673,1662.33333333333,1499.44444444444,2707.66666666667,1518.55555555556,2185,1509,1580.88888888889,2113.11111111111,1587.13333333333,1479.76923076923,1554.57142857143,1520,5174.33333333333,1585,1673,4189,0.909090909090909,0.974358974358974,0.972222222222222,0.916666666666667,1,0.888888888888889,0.00745091584873416,0.233460444541496,0.209009019519002,0.149391282167098,-0.0699294297172696,0.162211606980742,0.247573581082171,0.120555352216095,0.209009019519002,NA,0.154468752537652,0.143044444203906,0.16330511362909,0.260670145100814,-0.00153262017160966,-0.100971400365588,0.0963887829085238,-0.0417936929256315,-0.0531740212794693,0.244687106168313,3.65790890554277,-0.329083759813626,NA,0.116013526914253,-0.0849546419416683,-0.00411216126514624,0.105223289660244,-0.200005546662541,1.16266654055315,-0.0402201166594218,0.105223289660244,-0.059552625072855,0.0403694678314594,0.0157542390957509,0.644397957446516,0.0430108279925971,18,"Male","White","Not Hispanic or Latino/a","No","Yes, ADD","No","8 March 2000","lo.emo.mem",1,"emo","low"
"7","71010",1,1,1,1,0,0.2,0.166666666666667,0,0.875,0.888888888888889,0.571428571428571,1,1903.16666666667,1591.25,1817.75,1619.4,1704.25,2071.8,2046.16666666667,1742,1589,1790.375,1914.75,1798.8,1825,1560,2158,NA,2019,1798.8,1618.5,1764.77777777778,1805.4,1782.68421052632,1889.47058823529,1695.94117647059,1707.45454545455,1795.05555555556,1831.92857142857,1696.4,2074.75,1560,2158,1692.5,0.911764705882353,0.945945945945946,0.916666666666667,0.942857142857143,1,0.861111111111111,0.242952305927992,0.0770340518330481,0.516092802828134,0.229731607040682,0.132446771843503,1.01649104451942,0.00782710490094209,0.630689627289896,0.168761451302858,0.979201271528502,0.229731607040682,NA,0.25121754017847,-0.22526939173556,0.120734209905458,-0.182267178109977,-0.0526494933451183,0.508823459339899,0.469665730176994,0.00501777359505149,0.131809380377412,-0.273007195493979,0.640503417227121,NA,-0.228706513606167,0.0789158938130836,0.26891235277159,0.0917860057063534,-0.183642026858219,0.0398133283345211,0.428165666109675,0.0917860057063534,0.370475934320678,0.00119874929437799,-0.00957938595418942,0.111186649153775,18,"Female","White","Not Hispanic or Latino/a","No","No","No","04/22/00","lo.emo.mem",1,"emo","low"
"8","71011",1,1,1,1,0,0,0,0,0.888888888888889,1,0.888888888888889,0.888888888888889,1489.75,1550.8,1544.4,1618.5,1494.2,1559.75,1661.25,1491.2,1581.5,1674.33333333333,1530.75,1708.125,1622,NA,1622,1466,1540.88888888889,1681.22222222222,1586,1674.33333333333,1563.44444444444,1677.77777777778,1611.05555555556,1630.16666666667,1556.125,1690.23529411765,1619.4375,1630.64705882353,1622,1466,1544,1622,0.96969696969697,0.948717948717949,1,0.916666666666667,1,0.916666666666667,-0.00180766457631898,0.167842288169672,-0.0314890153140844,0.126857055941414,0.0223201191469031,-0.194829934362096,0.167842288169672,NA,-0.0259457771483078,-0.0758349206402971,0.168587964680884,-0.206990213974346,-0.188795460700247,-0.0723514528215137,-0.0845585232625275,0.0567764641873349,-0.180307732034229,-0.0552806277516586,0.138315880023794,-0.186029796303454,0.0634522058347643,NA,0.0634522058347643,-0.234095136164946,-0.0137956617997759,0.163270438086804,-0.110593915687502,0.227723134230438,-0.00521256539593807,0.163270438086804,-0.0912554577405837,0.176409993075395,-0.0383793453268175,0.0491470451617013,-0.0946463106408653,0.0492530093148351,21,"Female","White","Not Hispanic or Latino/a","No","No","No","08/01/1997","lo.emo.mem",1,"emo","low"
"9","71012",1,0.75,1,0.8,0,0,0,0,0.5,0.555555555555556,0.428571428571429,0.6,1895.16666666667,2187.75,1883.75,2212.2,1716.25,1884.4,1840.66666666667,1924,2476,2658,2839,2355.5,2667.75,1841,2215.25,2457.25,2482.57142857143,2396.2,2571.875,2294.88888888889,2530.2,2348.21052631579,2431.76470588235,2425.23529411765,2631.57142857143,2493,2516.66666666667,2577.11111111111,2441.5,2149.125,2336.25,2254.375,0.882352941176471,1,0.944444444444444,0.942857142857143,1,0.888888888888889,0.192132173118069,0.141720504504814,0.219051035206749,0.235148000632726,0.349601177563956,0.0346631686721828,0.34096389772199,-0.107333737016655,0.329701381884825,0.136063275198192,0.234763752339956,0.23572437307188,-0.126837212414896,0.375645668023695,-0.146444206040669,0.417636120066042,-0.434108857046527,-0.145327895454676,-0.220435561548146,-0.0773188197541863,1.1999981007569,-0.21986309458097,0.422874192815701,0.838485210985359,0.870686477889,1.18325344196701,1.49410300514349,0.663739669254935,1.03534228932295,0.559646092390128,0.881972255241895,0.733637885947104,0.250906799602454,0.510700166696594,0.321404422883784,0.32293100146292,19,"Male","White","Not Hispanic or Latino/a","No","No; ADHD is in the family though","Daily multivitamin and zyrtec(allergy pill)","10/21/99","lo.emo.mem",1,"emo","low"
"10","71013",0.833333333333333,0.75,1,0.8,0,0,0,0,0.25,0.555555555555556,0.285714285714286,0.2,1965.66666666667,1743.5,1844.25,1441.4,1286.75,1716.6,2454.33333333333,1440.66666666667,1973,1947,1458.5,2441.5,1734.33333333333,2024,1791,1698.5,1696,1847.1,1794,1981.22222222222,1748.26666666667,1910.63157894737,1784.88235294118,1893.11764705882,1715.75,2088.28571428571,1950,1954.42857142857,1760.09090909091,1807,1734.07692307692,1850.2,0.970588235294118,1,0.972222222222222,1,1,0.972222222222222,0.720660756873727,0.863096925735054,0.580542952204392,0.773278794745685,0.442694754975301,0.813316090839868,0.437170241513841,1.39550528101157,0.240656117221664,0.716497686197483,0.862474324768179,0.750979912240062,0.446876144335187,0.13176788756703,0.274665817961892,-0.296713152356423,-0.51605970258536,0.0936144947370368,1.13997247505104,-0.297753269633077,0.118766421608854,0.529612745887217,0.199139120259397,0.0679425092268928,0.457277317101728,0.420400431838538,-0.272459508587171,1.1217704227096,0.203394145482072,0.468939238082395,0.064396654874663,0.278708091923434,0.493486747428028,0.0227919638084996,0.12467617886257,0.289755398149714,18,"Female","White","Not Hispanic or Latino/a","No","No","Yes, cold medicine if that counts","March 28, 2000","lo.emo.mem",1,"emo","low"
